-0.34604,-0.34604,-0.34604
-0.34604,-0.34604,-0.311436
-0.34604,-0.34604,-0.276832
-0.34604,-0.34604,-0.242228
-0.34604,-0.34604,-0.207624
-0.34604,-0.34604,-0.17302
-0.34604,-0.34604,-0.138416
-0.34604,-0.34604,-0.103812
-0.34604,-0.34604,-0.0692079
-0.34604,-0.34604,-0.034604
-0.34604,-0.34604,-2.42144e-008
-0.34604,-0.34604,0.034604
-0.34604,-0.34604,0.0692079
-0.34604,-0.34604,0.103812
-0.34604,-0.34604,0.138416
-0.34604,-0.34604,0.17302
-0.34604,-0.34604,0.207624
-0.34604,-0.34604,0.242228
-0.34604,-0.34604,0.276832
-0.34604,-0.34604,0.311436
-0.34604,-0.34604,0.34604
-0.34604,-0.311436,-0.34604
-0.34604,-0.311436,-0.311436
-0.34604,-0.311436,-0.276832
-0.34604,-0.311436,-0.242228
-0.34604,-0.311436,-0.207624
-0.34604,-0.311436,-0.17302
-0.34604,-0.311436,-0.138416
-0.34604,-0.311436,-0.103812
-0.34604,-0.311436,-0.0692079
-0.34604,-0.311436,-0.034604
-0.34604,-0.311436,-2.42144e-008
-0.34604,-0.311436,0.034604
-0.34604,-0.311436,0.0692079
-0.34604,-0.311436,0.103812
-0.34604,-0.311436,0.138416
-0.34604,-0.311436,0.17302
-0.34604,-0.311436,0.207624
-0.34604,-0.311436,0.242228
-0.34604,-0.311436,0.276832
-0.34604,-0.311436,0.311436
-0.34604,-0.311436,0.34604
-0.34604,-0.276832,-0.34604
-0.34604,-0.276832,-0.311436
-0.34604,-0.276832,-0.276832
-0.34604,-0.276832,-0.242228
-0.34604,-0.276832,-0.207624
-0.34604,-0.276832,-0.17302
-0.34604,-0.276832,-0.138416
-0.34604,-0.276832,-0.103812
-0.34604,-0.276832,-0.0692079
-0.34604,-0.276832,-0.034604
-0.34604,-0.276832,-2.42144e-008
-0.34604,-0.276832,0.034604
-0.34604,-0.276832,0.0692079
-0.34604,-0.276832,0.103812
-0.34604,-0.276832,0.138416
-0.34604,-0.276832,0.17302
-0.34604,-0.276832,0.207624
